county_name,county_id,1a,1a1c,1a_2c,1a3c,2a1w,2a1w1c,2a1w2c,2a1w3c,2a,2a1c,2a2c,2a3c
"Wilson County, Kansas",20205,"$19,449","$41,837","$51,020","$64,563","$32,405","$39,474","$44,828","$49,227","$32,405","$46,373","$56,606","$65,882"
"Woodson County, Kansas",20207,"$19,449","$41,837","$51,020","$65,582","$32,405","$39,474","$44,828","$50,246","$32,405","$46,373","$56,606","$66,901"
"Wyandotte County, Kansas",20209,"$21,263","$45,048","$54,231","$69,085","$35,574","$42,684","$48,039","$53,750","$35,574","$49,584","$59,816","$70,405"
"Adair County, Kentucky",21001,"$19,672","$37,633","$47,913","$63,164","$31,351","$38,180","$43,512","$48,390","$31,351","$42,103","$53,468","$64,377"
"Allen County, Kentucky",21003,"$19,810","$37,633","$47,913","$63,164","$32,162","$38,180","$43,512","$48,390","$32,162","$42,103","$53,468","$64,377"
"Anderson County, Kentucky",21005,"$21,266","$39,090","$49,370","$63,205","$32,946","$39,637","$44,969","$48,431","$32,946","$43,560","$54,924","$64,418"
"Ballard County, Kentucky",21007,"$19,672","$37,633","$47,913","$62,367","$31,351","$38,180","$43,512","$47,593","$31,351","$42,103","$53,468","$63,580"
"Barren County, Kentucky",21009,"$19,672","$37,633","$47,913","$62,601","$31,351","$38,180","$43,512","$47,827","$31,351","$42,103","$53,468","$63,814"
"Bath County, Kentucky",21011,"$19,810","$37,633","$47,913","$63,164","$32,135","$38,180","$43,512","$48,390","$32,135","$42,103","$53,468","$64,377"
"Bell County, Kentucky",21013,"$18,751","$37,633","$47,913","$62,614","$31,832","$38,180","$43,512","$47,840","$31,832","$42,103","$53,468","$63,827"
"Boone County, Kentucky",21015,"$20,043","$39,970","$50,249","$65,706","$33,220","$40,516","$45,849","$50,932","$33,220","$44,440","$55,804","$66,920"
"Bourbon County, Kentucky",21017,"$20,414","$39,722","$50,002","$65,748","$33,138","$40,269","$45,601","$50,974","$33,138","$44,192","$55,557","$66,961"
"Boyd County, Kentucky",21019,"$19,232","$38,705","$48,985","$63,384","$32,794","$39,252","$44,584","$48,610","$32,794","$43,175","$54,540","$64,597"
"Boyle County, Kentucky",21021,"$20,428","$38,664","$48,944","$63,934","$32,107","$39,211","$44,543","$49,160","$32,107","$43,134","$54,498","$65,147"
"Bracken County, Kentucky",21023,"$20,043","$39,970","$50,249","$65,706","$33,220","$40,516","$45,849","$50,932","$33,220","$44,440","$55,804","$66,920"
"Breathitt County, Kentucky",21025,"$19,810","$37,633","$47,913","$61,391","$32,162","$38,180","$43,512","$46,617","$32,162","$42,103","$53,468","$62,604"
"Breckinridge County, Kentucky",21027,"$19,810","$37,633","$47,913","$63,164","$31,929","$38,180","$43,512","$48,390","$31,929","$42,103","$53,468","$64,377"
"Bullitt County, Kentucky",21029,"$20,634","$39,557","$49,837","$65,129","$33,399","$40,104","$45,436","$50,355","$33,399","$44,027","$55,392","$66,342"
"Butler County, Kentucky",21031,"$19,810","$37,633","$47,913","$63,164","$32,162","$38,180","$43,512","$48,390","$32,162","$42,103","$53,468","$64,377"
"Caldwell County, Kentucky",21033,"$19,810","$37,633","$47,913","$62,669","$32,149","$38,180","$43,512","$47,895","$32,149","$42,103","$53,468","$63,882"
"Calloway County, Kentucky",21035,"$20,442","$38,609","$48,889","$64,195","$32,877","$39,156","$44,488","$49,421","$32,877","$43,079","$54,443","$65,408"
"Campbell County, Kentucky",21037,"$20,043","$39,970","$50,249","$65,706","$33,220","$40,516","$45,849","$50,932","$33,220","$44,440","$55,804","$66,920"
"Carlisle County, Kentucky",21039,"$20,236","$38,211","$48,490","$62,106","$32,643","$38,757","$44,090","$47,332","$32,643","$42,681","$54,045","$63,319"
"Carroll County, Kentucky",21041,"$20,634","$38,746","$49,026","$64,799","$33,097","$39,293","$44,626","$50,025","$33,097","$43,217","$54,581","$66,013"
"Carter County, Kentucky",21043,"$19,810","$37,633","$47,913","$62,573","$32,162","$38,180","$43,512","$47,799","$32,162","$42,103","$53,468","$63,786"
"Casey County, Kentucky",21045,"$19,672","$37,633","$47,913","$62,284","$31,351","$38,180","$43,512","$47,510","$31,351","$42,103","$53,468","$63,498"
"Christian County, Kentucky",21047,"$21,060","$40,409","$50,689","$65,679","$33,688","$40,956","$46,288","$50,905","$33,688","$44,879","$56,244","$66,892"
"Clark County, Kentucky",21049,"$20,414","$39,722","$50,002","$65,748","$33,138","$40,269","$45,601","$50,974","$33,138","$44,192","$55,557","$66,961"
"Clay County, Kentucky",21051,"$19,810","$37,633","$47,913","$63,164","$32,162","$38,180","$43,512","$48,390","$32,162","$42,103","$53,468","$64,377"
"Clinton County, Kentucky",21053,"$19,095","$37,633","$47,913","$62,656","$31,764","$38,180","$43,512","$47,882","$31,764","$42,103","$53,468","$63,869"
"Crittenden County, Kentucky",21055,"$19,810","$37,633","$47,913","$62,820","$32,162","$38,180","$43,512","$48,046","$32,162","$42,103","$53,468","$64,034"
"Cumberland County, Kentucky",21057,"$19,810","$37,633","$47,913","$63,164","$31,860","$38,180","$43,512","$48,390","$31,860","$42,103","$53,468","$64,377"
"Daviess County, Kentucky",21059,"$20,098","$38,472","$48,751","$62,848","$31,970","$39,018","$44,351","$48,074","$31,970","$42,942","$54,306","$64,061"
"Edmonson County, Kentucky",21061,"$20,634","$38,953","$49,232","$63,260","$32,492","$39,499","$44,832","$48,486","$32,492","$43,423","$54,787","$64,473"
"Elliott County, Kentucky",21063,"$19,810","$37,633","$47,913","$61,391","$31,764","$38,180","$43,512","$46,617","$31,764","$42,103","$53,468","$62,604"
"Estill County, Kentucky",21065,"$19,810","$37,633","$47,913","$61,391","$31,681","$38,180","$43,512","$46,617","$31,681","$42,103","$53,468","$62,604"
"Fayette County, Kentucky",21067,"$20,414","$39,722","$50,002","$65,748","$33,138","$40,269","$45,601","$50,974","$33,138","$44,192","$55,557","$66,961"
"Fleming County, Kentucky",21069,"$19,810","$37,633","$47,913","$63,164","$32,162","$38,180","$43,512","$48,390","$32,162","$42,103","$53,468","$64,377"
"Floyd County, Kentucky",21071,"$19,810","$37,633","$47,913","$61,501","$32,080","$38,180","$43,512","$46,727","$32,080","$42,103","$53,468","$62,714"
"Franklin County, Kentucky",21073,"$19,590","$39,008","$49,287","$65,184","$33,069","$39,554","$44,887","$50,410","$33,069","$43,478","$54,842","$66,397"
"Fulton County, Kentucky",21075,"$19,810","$37,633","$47,913","$63,164","$32,162","$38,180","$43,512","$48,390","$32,162","$42,103","$53,468","$64,377"
"Gallatin County, Kentucky",21077,"$20,043","$39,970","$50,249","$65,706","$33,220","$40,516","$45,849","$50,932","$33,220","$44,440","$55,804","$66,920"
"Garrard County, Kentucky",21079,"$19,878","$37,730","$48,009","$62,697","$32,231","$38,276","$43,609","$47,923","$32,231","$42,200","$53,564","$63,910"
"Grant County, Kentucky",21081,"$19,645","$39,296","$49,576","$63,453","$32,575","$39,843","$45,175","$48,679","$32,575","$43,766","$55,131","$64,666"
"Graves County, Kentucky",21083,"$19,906","$37,784","$48,064","$61,570","$31,585","$38,331","$43,664","$46,796","$31,585","$42,255","$53,619","$62,783"
"Grayson County, Kentucky",21085,"$19,810","$37,633","$47,913","$62,642","$31,558","$38,180","$43,512","$47,868","$31,558","$42,103","$53,468","$63,855"
"Green County, Kentucky",21087,"$19,810","$37,633","$47,913","$62,367","$32,162","$38,180","$43,512","$47,593","$32,162","$42,103","$53,468","$63,580"
"Greenup County, Kentucky",21089,"$19,232","$38,705","$48,985","$63,384","$32,794","$39,252","$44,584","$48,610","$32,794","$43,175","$54,540","$64,597"
"Hancock County, Kentucky",21091,"$20,098","$38,472","$48,751","$62,848","$31,970","$39,018","$44,351","$48,074","$31,970","$42,942","$54,306","$64,061"
"Hardin County, Kentucky",21093,"$20,030","$37,908","$48,188","$63,563","$31,695","$38,455","$43,787","$48,789","$31,695","$42,378","$53,743","$64,776"
"Harlan County, Kentucky",21095,"$20,236","$37,633","$47,913","$62,284","$32,162","$38,180","$43,512","$47,510","$32,162","$42,103","$53,468","$63,498"
"Harrison County, Kentucky",21097,"$18,861","$38,101","$48,380","$61,968","$31,695","$38,647","$43,980","$47,194","$31,695","$42,571","$53,935","$63,182"
"Hart County, Kentucky",21099,"$19,672","$37,633","$47,913","$61,391","$31,351","$38,180","$43,512","$46,617","$31,351","$42,103","$53,468","$62,604"
"Henderson County, Kentucky",21101,"$21,294","$40,025","$50,304","$64,648","$33,468","$40,571","$45,904","$49,874","$33,468","$44,495","$55,859","$65,861"
"Henry County, Kentucky",21103,"$20,634","$39,557","$49,837","$65,129","$33,399","$40,104","$45,436","$50,355","$33,399","$44,027","$55,392","$66,342"
"Hickman County, Kentucky",21105,"$19,810","$37,633","$47,913","$61,391","$31,764","$38,180","$43,512","$46,617","$31,764","$42,103","$53,468","$62,604"
"Hopkins County, Kentucky",21107,"$20,085","$37,633","$47,913","$63,164","$31,764","$38,180","$43,512","$48,390","$31,764","$42,103","$53,468","$64,377"
"Jackson County, Kentucky",21109,"$20,497","$38,554","$48,834","$62,820","$32,932","$39,101","$44,433","$48,046","$32,932","$43,024","$54,389","$64,034"
"Jefferson County, Kentucky",21111,"$20,634","$39,557","$49,837","$65,129","$33,399","$40,104","$45,436","$50,355","$33,399","$44,027","$55,392","$66,342"
"Jessamine County, Kentucky",21113,"$20,414","$39,722","$50,002","$65,748","$33,138","$40,269","$45,601","$50,974","$33,138","$44,192","$55,557","$66,961"
"Johnson County, Kentucky",21115,"$19,672","$37,633","$47,913","$61,776","$31,351","$38,180","$43,512","$47,002","$31,351","$42,103","$53,468","$62,989"
"Kenton County, Kentucky",21117,"$20,043","$39,970","$50,249","$65,706","$33,220","$40,516","$45,849","$50,932","$33,220","$44,440","$55,804","$66,920"
"Knott County, Kentucky",21119,"$19,672","$37,633","$47,913","$62,765","$31,351","$38,180","$43,512","$47,991","$31,351","$42,103","$53,468","$63,979"
"Knox County, Kentucky",21121,"$19,672","$37,633","$47,913","$62,903","$31,351","$38,180","$43,512","$48,129","$31,351","$42,103","$53,468","$64,116"
"Larue County, Kentucky",21123,"$20,030","$37,908","$48,188","$63,563","$31,695","$38,455","$43,787","$48,789","$31,695","$42,378","$53,743","$64,776"
"Laurel County, Kentucky",21125,"$20,002","$37,894","$48,174","$62,326","$32,382","$38,441","$43,774","$47,552","$32,382","$42,365","$53,729","$63,539"
"Lawrence County, Kentucky",21127,"$19,810","$37,633","$47,913","$61,735","$31,585","$38,180","$43,512","$46,961","$31,585","$42,103","$53,468","$62,948"
"Lee County, Kentucky",21129,"$19,810","$37,633","$47,913","$63,123","$32,162","$38,180","$43,512","$48,349","$32,162","$42,103","$53,468","$64,336"
"Leslie County, Kentucky",21131,"$19,782","$37,784","$48,064","$61,570","$31,461","$38,331","$43,664","$46,796","$31,461","$42,255","$53,619","$62,783"
"Letcher County, Kentucky",21133,"$19,810","$37,633","$47,913","$61,391","$31,942","$38,180","$43,512","$46,617","$31,942","$42,103","$53,468","$62,604"
"Lewis County, Kentucky",21135,"$19,672","$37,633","$47,913","$61,955","$31,351","$38,180","$43,512","$47,181","$31,351","$42,103","$53,468","$63,168"
"Lincoln County, Kentucky",21137,"$19,672","$37,633","$47,913","$61,803","$31,351","$38,180","$43,512","$47,030","$31,351","$42,103","$53,468","$63,017"
"Livingston County, Kentucky",21139,"$19,810","$37,633","$47,913","$63,164","$32,162","$38,180","$43,512","$48,390","$32,162","$42,103","$53,468","$64,377"
"Logan County, Kentucky",21141,"$20,181","$38,265","$48,545","$62,175","$31,929","$38,812","$44,145","$47,401","$31,929","$42,736","$54,100","$63,388"
"Lyon County, Kentucky",21143,"$19,672","$37,633","$47,913","$61,391","$31,351","$38,180","$43,512","$46,617","$31,351","$42,103","$53,468","$62,604"
"McCracken County, Kentucky",21145,"$20,565","$38,320","$48,600","$62,243","$32,245","$38,867","$44,200","$47,469","$32,245","$42,791","$54,155","$63,456"
"McCreary County, Kentucky",21147,"$19,810","$37,633","$47,913","$62,394","$32,162","$38,180","$43,512","$47,620","$32,162","$42,103","$53,468","$63,608"
"McLean County, Kentucky",21149,"$20,098","$38,472","$48,751","$62,848","$31,970","$39,018","$44,351","$48,074","$31,970","$42,942","$54,306","$64,061"
"Madison County, Kentucky",21151,"$20,304","$38,169","$48,449","$63,480","$31,984","$38,716","$44,048","$48,706","$31,984","$42,639","$54,004","$64,693"
"Magoffin County, Kentucky",21153,"$19,672","$37,633","$47,913","$61,391","$31,351","$38,180","$43,512","$46,617","$31,351","$42,103","$53,468","$62,604"
"Marion County, Kentucky",21155,"$19,933","$37,991","$48,270","$61,831","$31,613","$38,537","$43,870","$47,057","$31,613","$42,461","$53,825","$63,044"
"Marshall County, Kentucky",21157,"$19,837","$38,430","$48,710","$62,697","$31,929","$38,977","$44,309","$47,923","$31,929","$42,901","$54,265","$63,910"
"Martin County, Kentucky",21159,"$19,810","$37,633","$47,913","$62,917","$32,162","$38,180","$43,512","$48,143","$32,162","$42,103","$53,468","$64,130"
"Mason County, Kentucky",21161,"$19,782","$37,784","$48,064","$62,875","$31,461","$38,331","$43,664","$48,101","$31,461","$42,255","$53,619","$64,089"
"Meade County, Kentucky",21163,"$19,975","$38,609","$48,889","$64,112","$32,066","$39,156","$44,488","$49,338","$32,066","$43,079","$54,443","$65,325"
"Menifee County, Kentucky",21165,"$19,810","$37,633","$47,913","$61,652","$32,162","$38,180","$43,512","$46,878","$32,162","$42,103","$53,468","$62,865"
"Mercer County, Kentucky",21167,"$20,126","$38,059","$48,339","$62,820","$31,832","$38,606","$43,938","$48,046","$31,832","$42,529","$53,894","$64,034"
"Metcalfe County, Kentucky",21169,"$20,057","$38,169","$48,449","$62,051","$31,736","$38,716","$44,048","$47,277","$31,736","$42,639","$54,004","$63,264"
"Monroe County, Kentucky",21171,"$19,713","$37,633","$47,913","$61,391","$31,393","$38,180","$43,512","$46,617","$31,393","$42,103","$53,468","$62,604"
"Montgomery County, Kentucky",21173,"$19,947","$37,826","$48,106","$63,274","$32,313","$38,372","$43,705","$48,500","$32,313","$42,296","$53,660","$64,487"
"Morgan County, Kentucky",21175,"$20,085","$37,633","$47,913","$63,164","$31,764","$38,180","$43,512","$48,390","$31,764","$42,103","$53,468","$64,377"
"Muhlenberg County, Kentucky",21177,"$19,054","$37,633","$47,913","$61,391","$31,599","$38,180","$43,512","$46,617","$31,599","$42,103","$53,468","$62,604"
"Nelson County, Kentucky",21179,"$19,755","$38,279","$48,559","$64,112","$32,272","$38,826","$44,158","$49,338","$32,272","$42,749","$54,114","$65,325"
"Nicholas County, Kentucky",21181,"$19,672","$37,633","$47,913","$62,862","$31,351","$38,180","$43,512","$48,088","$31,351","$42,103","$53,468","$64,075"
"Ohio County, Kentucky",21183,"$19,755","$37,633","$47,913","$62,710","$31,434","$38,180","$43,512","$47,937","$31,434","$42,103","$53,468","$63,924"
"Oldham County, Kentucky",21185,"$20,634","$39,557","$49,837","$65,129","$33,399","$40,104","$45,436","$50,355","$33,399","$44,027","$55,392","$66,342"
"Owen County, Kentucky",21187,"$20,098","$38,224","$48,504","$62,546","$31,777","$38,771","$44,103","$47,772","$31,777","$42,694","$54,059","$63,759"
"Owsley County, Kentucky",21189,"$19,810","$37,633","$47,913","$61,886","$31,764","$38,180","$43,512","$47,112","$31,764","$42,103","$53,468","$63,099"
"Pendleton County, Kentucky",21191,"$20,043","$39,970","$50,249","$65,706","$33,220","$40,516","$45,849","$50,932","$33,220","$44,440","$55,804","$66,920"
"Perry County, Kentucky",21193,"$19,810","$37,633","$47,913","$61,391","$32,162","$38,180","$43,512","$46,617","$32,162","$42,103","$53,468","$62,604"
"Pike County, Kentucky",21195,"$21,129","$39,626","$49,906","$64,277","$32,822","$40,173","$45,505","$49,503","$32,822","$44,096","$55,460","$65,490"
"Powell County, Kentucky",21197,"$19,672","$37,633","$47,913","$62,820","$31,351","$38,180","$43,512","$48,046","$31,351","$42,103","$53,468","$64,034"
"Pulaski County, Kentucky",21199,"$20,071","$37,784","$48,064","$62,697","$31,750","$38,331","$43,664","$47,923","$31,750","$42,255","$53,619","$63,910"
"Robertson County, Kentucky",21201,"$21,486","$40,107","$50,387","$64,470","$33,179","$40,654","$45,986","$49,696","$33,179","$44,577","$55,941","$65,683"
"Rockcastle County, Kentucky",21203,"$19,810","$37,633","$47,913","$62,779","$31,530","$38,180","$43,512","$48,005","$31,530","$42,103","$53,468","$63,992"
"Rowan County, Kentucky",21205,"$18,971","$37,757","$48,037","$61,542","$32,039","$38,304","$43,636","$46,768","$32,039","$42,227","$53,591","$62,756"
"Russell County, Kentucky",21207,"$18,724","$37,633","$47,913","$61,996","$31,351","$38,180","$43,512","$47,222","$31,351","$42,103","$53,468","$63,209"
"Scott County, Kentucky",21209,"$20,414","$39,722","$50,002","$65,748","$33,138","$40,269","$45,601","$50,974","$33,138","$44,192","$55,557","$66,961"
"Shelby County, Kentucky",21211,"$20,937","$39,351","$49,631","$64,456","$32,616","$39,898","$45,230","$49,682","$32,616","$43,821","$55,186","$65,669"
"Simpson County, Kentucky",21213,"$20,414","$38,458","$48,738","$62,408","$32,094","$39,004","$44,337","$47,634","$32,094","$42,928","$54,292","$63,621"
"Spencer County, Kentucky",21215,"$20,634","$39,557","$49,837","$65,129","$33,399","$40,104","$45,436","$50,355","$33,399","$44,027","$55,392","$66,342"
"Taylor County, Kentucky",21217,"$19,068","$38,197","$48,477","$62,092","$31,764","$38,743","$44,076","$47,318","$31,764","$42,667","$54,031","$63,305"
"Todd County, Kentucky",21219,"$20,002","$37,894","$48,174","$63,329","$32,355","$38,441","$43,774","$48,555","$32,355","$42,365","$53,729","$64,542"
"Trigg County, Kentucky",21221,"$21,060","$40,409","$50,689","$65,679","$33,688","$40,956","$46,288","$50,905","$33,688","$44,879","$56,244","$66,892"
"Trimble County, Kentucky",21223,"$20,634","$39,557","$49,837","$65,129","$33,399","$40,104","$45,436","$50,355","$33,399","$44,027","$55,392","$66,342"
"Union County, Kentucky",21225,"$20,153","$37,633","$47,913","$62,436","$31,956","$38,180","$43,512","$47,662","$31,956","$42,103","$53,468","$63,649"
"Warren County, Kentucky",21227,"$20,634","$38,953","$49,232","$63,260","$32,492","$39,499","$44,832","$48,486","$32,492","$43,423","$54,787","$64,473"
